datetime,open,high,low,close,volume
2020-01-02,74.06000,75.15000,73.79750,75.08750,135480400
2020-01-03,74.28750,75.14500,74.12500,74.35750,146322800
2020-01-06,73.44750,74.99000,73.18750,74.95000,118387200
2020-01-07,74.96000,75.22500,74.37000,74.59750,108872000
2020-01-08,74.29000,76.11000,74.29000,75.79750,132079200
2020-01-09,76.81000,77.60750,76.55000,77.40750,170108400
2020-01-10,77.65000,78.16750,77.06250,77.58250,140644800
2020-01-13,77.91000,79.26750,77.78750,79.24000,121532000
2020-01-14,79.17500,79.39250,78.04250,78.17000,161954400
2020-01-15,77.96250,78.87500,77.38750,77.83500,121923600
2020-01-16,78.39750,78.92500,78.02250,78.81000,108829200
2020-01-17,79.06750,79.68500,78.75000,79.68250,137816400
2020-01-21,79.29750,79.75500,79.00000,79.14250,110843200
2020-01-22,79.64500,79.99750,79.32750,79.42500,101832400
2020-01-23,79.48000,79.89000,78.91250,79.80750,104472000
2020-01-24,80.06250,80.83250,79.38000,79.57750,146537600
2020-01-27,77.51500,77.94250,76.22000,77.23750,161940000
2020-01-28,78.15000,79.60000,78.04750,79.42250,162234000
2020-01-29,81.11250,81.96250,80.34500,81.08500,216229200
2020-01-30,80.13500,81.02250,79.68750,80.96750,126743200
2020-01-31,80.23250,80.67000,77.07250,77.37750,199588400
2020-02-03,76.07500,78.37250,75.55500,77.16500,173788400
2020-02-04,78.82750,79.91000,78.40750,79.71250,136616400
2020-02-05,80.88000,81.19000,79.73750,80.36250,118826800
2020-02-06,80.64250,81.30500,80.06500,81.30250,105425600
2020-02-07,80.59250,80.85000,79.50000,80.00750,117684000
2020-02-10,78.54500,80.38750,78.46250,80.38750,109348800
2020-02-11,80.90000,80.97500,79.67750,79.90250,94323200
2020-02-12,80.36750,81.80500,80.36750,81.80000,113730400
2020-02-13,81.04750,81.55500,80.83750,81.21750,94747600
2020-02-14,81.18500,81.49500,80.71250,81.23750,80113600
2020-02-18,78.84000,79.93750,78.65250,79.75000,152531200
2020-02-19,80.00000,81.14250,80.00000,80.90500,93984000
2020-02-20,80.65750,81.16250,79.55250,80.07500,100566000
2020-02-21,79.65500,80.11250,77.62500,78.26250,129554000
2020-02-24,74.31500,76.04500,72.30750,74.54500,222195200
2020-02-25,75.23750,75.63250,71.53250,72.02000,230673600
2020-02-26,71.63250,74.47000,71.62500,73.16250,198054800
2020-02-27,70.27500,71.50000,68.24000,68.38000,320605600
2020-02-28,64.31500,69.60250,64.09250,68.34000,426510000
2020-03-02,70.57000,75.36000,69.43000,74.70250,341397200
2020-03-03,75.91750,76.00000,71.45000,72.33000,319475600
2020-03-04,74.11000,75.85000,73.28250,75.68500,219178400
2020-03-05,73.88000,74.88750,72.85250,73.23000,187572800
2020-03-06,70.50000,72.70500,70.30750,72.25750,226176800
2020-03-09,65.93750,69.52250,65.75000,66.54250,286744800
2020-03-10,69.28500,71.61000,67.34250,71.33500,285290000
2020-03-11,69.34750,70.30500,67.96500,68.85750,255598800
2020-03-12,63.98500,67.50000,62.00000,62.05750,418474000
2020-03-13,66.22250,69.98000,63.23750,69.49250,370732000
2020-03-16,60.48750,64.77000,60.00000,60.55250,322423600
2020-03-17,61.87750,64.40250,59.60000,63.21500,324056000
2020-03-18,59.94250,62.50000,59.28000,61.66750,300233600
2020-03-19,61.84750,63.21000,60.65250,61.19500,271857200
2020-03-20,61.79500,62.95750,57.00000,57.31000,401693200
2020-03-23,57.02000,57.12500,53.15250,56.09250,336752800
2020-03-24,59.09000,61.92250,58.57500,61.72000,287531200
2020-03-25,62.68750,64.56250,61.07500,61.38000,303602000
2020-03-26,61.63000,64.67000,61.59000,64.61000,252087200
2020-03-27,63.18750,63.96750,61.76250,61.93500,204216800
2020-03-30,62.68500,63.88000,62.35000,63.70250,167976400
2020-03-31,63.90000,65.62250,63.00000,63.57250,197002000
2020-04-01,61.62500,62.18000,59.78250,60.22750,176218400
2020-04-02,60.08500,61.28750,59.22500,61.23250,165934000
2020-04-03,60.70000,61.42500,59.74250,60.35250,129880000
2020-04-06,62.72500,65.77750,62.34500,65.61750,201820400
2020-04-07,67.70000,67.92500,64.75000,64.85750,202887200
2020-04-08,65.68500,66.84250,65.30750,66.51750,168895200
2020-04-09,67.17500,67.51750,66.17500,66.99750,161834800
2020-04-13,67.07750,68.42500,66.45750,68.31250,131022800
2020-04-14,70.00000,72.06250,69.51250,71.76250,194994800
2020-04-15,70.60000,71.58250,70.15750,71.10750,131154400
2020-04-16,71.84500,72.05000,70.58750,71.67250,157125200
2020-04-17,71.17250,71.73750,69.21500,70.70000,215250000
2020-04-20,69.48750,70.42000,69.21250,69.23250,130015200
2020-04-21,69.07000,69.31250,66.35750,67.09250,180991600
2020-04-22,68.40250,69.47500,68.05000,69.02500,116862400
2020-04-23,68.96750,70.43750,68.71750,68.75750,124814400
2020-04-24,69.30000,70.75250,69.25000,70.74250,126161200
2020-04-27,70.45000,71.13500,69.98750,70.79250,117087600
2020-04-28,71.27000,71.45750,69.55000,69.64500,112004800
2020-04-29,71.18250,72.41750,70.97250,71.93250,137280800
2020-04-30,72.49000,73.63250,72.08750,73.45000,183064000
2020-05-01,71.56250,74.75000,71.46250,72.26750,240616800
2020-05-04,72.29250,73.42250,71.58000,73.29000,133568000
2020-05-05,73.76500,75.25000,73.61500,74.39000,147751200
2020-05-06,75.11500,75.81000,74.71750,75.15750,142333600
2020-05-07,75.80500,76.29250,75.49250,75.93500,115215200
2020-05-08,76.41000,77.58750,76.07250,77.53250,133838400
2020-05-11,77.02500,79.26250,76.81000,78.75250,145946400
2020-05-12,79.45750,79.92250,77.72750,77.85250,162301200
2020-05-13,78.03750,78.98750,75.80250,76.91250,200622400
2020-05-14,76.12750,77.44750,75.38250,77.38500,158929200
2020-05-15,75.08750,76.97500,75.05250,76.92750,166348400
2020-05-18,78.29250,79.12500,77.58000,78.74000,135178400
2020-05-19,78.75750,79.63000,78.25250,78.28500,101729600
2020-05-20,79.17000,79.88000,79.13000,79.80750,111504800
2020-05-21,79.66500,80.22250,78.96750,79.21250,102688800
2020-05-22,78.94250,79.80750,78.83750,79.72250,81803200
2020-05-26,80.87500,81.06000,79.12500,79.18250,125522000
2020-05-27,79.03500,79.67750,78.27250,79.52750,112945200
2020-05-28,79.19250,80.86000,78.90750,79.56250,133560800
2020-05-29,79.81250,80.28750,79.11750,79.48500,153532400
2020-06-01,79.43750,80.58750,79.30250,80.46250,80791200
2020-06-02,80.18750,80.86000,79.73250,80.83500,87642800
2020-06-03,81.16500,81.55000,80.57500,81.28000,104491200
2020-06-04,81.09750,81.40500,80.19500,80.58000,87560400
2020-06-05,80.83750,82.93750,80.80750,82.87500,137250400
2020-06-08,82.56250,83.40000,81.83000,83.36500,95654400
2020-06-09,83.03500,86.40250,83.00250,85.99750,147712400
2020-06-10,86.97500,88.69250,86.52250,88.21000,166651600
2020-06-11,87.32750,87.76500,83.87000,83.97500,201662400
2020-06-12,86.18000,86.95000,83.55500,84.70000,200146000
2020-06-15,83.31250,86.42000,83.14500,85.74750,138808800
2020-06-16,87.86500,88.30000,86.18000,88.02000,165428800
2020-06-17,88.78750,88.85000,87.77250,87.89750,114406400
2020-06-18,87.85250,88.36250,87.30500,87.93250,96820400
2020-06-19,88.66000,89.14000,86.28750,87.43000,264476000
2020-06-22,87.83500,89.86500,87.78750,89.71750,135445200
2020-06-23,91.00000,93.09500,90.56750,91.63250,212155600
2020-06-24,91.25000,92.19750,89.63000,90.01500,192623200
2020-06-25,90.17500,91.25000,89.39250,91.21000,137522400
2020-06-26,91.10250,91.33000,88.25500,88.40750,205256800
2020-06-29,88.31250,90.54250,87.82000,90.44500,130646000
2020-06-30,90.02000,91.49500,90.00000,91.20000,140223200
2020-07-01,91.28000,91.84000,90.97750,91.02750,110737200
2020-07-02,91.96250,92.61750,90.91000,91.02750,114041600
2020-07-06,92.50000,93.94500,92.46750,93.46250,118655600
2020-07-07,93.85250,94.65500,93.05750,93.17250,112424400
2020-07-08,94.18000,95.37500,94.09000,95.34250,117092000
2020-07-09,96.26250,96.31750,94.67250,95.75250,125642800
2020-07-10,95.33500,95.98000,94.70500,95.92000,90257200
2020-07-13,97.26500,99.95500,95.25750,95.47750,191649200
2020-07-14,94.84000,97.25500,93.87750,97.05750,170989200
2020-07-15,98.99000,99.24750,96.49000,97.72500,153198000
2020-07-16,96.56250,97.40500,95.90500,96.52250,110577600
2020-07-17,96.98750,97.14750,95.84000,96.32750,92186800
2020-07-20,96.41750,98.50000,96.06250,98.35750,90318000
2020-07-21,99.17250,99.25000,96.74250,97.00000,103433200
2020-07-22,96.69250,97.97500,96.60250,97.27250,89001600
2020-07-23,96.99750,97.07750,92.01000,92.84500,197004400
2020-07-24,90.98750,92.97000,89.14500,92.61500,185438800
2020-07-27,93.71000,94.90500,93.48000,94.81000,121214000
2020-07-28,94.36750,94.55000,93.24750,93.25250,103625600
2020-07-29,93.75000,95.23000,93.71250,95.04000,90329200
2020-07-30,94.18750,96.29750,93.76750,96.19000,158130000
2020-07-31,102.88500,106.41500,100.82500,106.26000,374336800
2020-08-03,108.20000,111.63750,107.89250,108.93750,308151200
2020-08-04,109.13250,110.79000,108.38750,109.66500,173071600
2020-08-05,109.37750,110.39250,108.89750,110.06250,121776800
2020-08-06,110.40500,114.41250,109.79750,113.90250,202428800
2020-08-07,113.20500,113.67500,110.29250,111.11250,198045600
2020-08-10,112.60000,113.77500,110.00000,112.72750,212403600
2020-08-11,111.97000,112.48250,109.10750,109.37500,187902400
2020-08-12,110.49750,113.27500,110.29750,113.01000,165598000
2020-08-13,114.43000,116.04250,113.92750,115.01000,210082000
2020-08-14,114.83000,115.00000,113.04500,114.90750,165565200
2020-08-17,116.06250,116.08750,113.96250,114.60750,119561600
2020-08-18,114.35250,116.00000,114.00750,115.56250,105633600
2020-08-19,115.98250,117.16250,115.61000,115.70750,145538000
2020-08-20,115.75000,118.39250,115.73250,118.27500,126907200
2020-08-21,119.26250,124.86750,119.25000,124.37000,338054800
2020-08-24,128.69749,128.78500,123.93750,125.85750,345937600
2020-08-25,124.69750,125.18000,123.05250,124.82500,211495600
2020-08-26,126.18000,126.99250,125.08250,126.52250,163022400
2020-08-27,127.14250,127.48500,123.83250,125.01000,155552400
2020-08-28,126.01250,126.44250,124.57750,124.80750,187630000
2020-08-31,127.58000,131.00000,126.00000,129.03999,225702700
2020-09-01,132.75999,134.80000,130.53000,134.17999,151948100
2020-09-02,137.59000,137.98000,127.00000,131.39999,200119000
2020-09-03,126.91000,128.84000,120.50000,120.88000,257599600
2020-09-04,120.07000,123.70000,110.89000,120.96000,332607200
2020-09-08,113.95000,118.99000,112.68000,112.82000,231366600
2020-09-09,117.26000,119.14000,115.26000,117.32000,176940500
2020-09-10,120.36000,120.50000,112.50000,113.49000,182274400
2020-09-11,114.57000,115.23000,110.00000,112.00000,180860300
2020-09-14,114.72000,115.93000,112.80000,115.36000,140150100
2020-09-15,118.33000,118.83000,113.61000,115.54000,184642000
2020-09-16,115.23000,116.00000,112.04000,112.13000,154679000
2020-09-17,109.72000,112.20000,108.71000,110.34000,178011000
2020-09-18,110.40000,110.88000,106.09000,106.84000,287104900
2020-09-21,104.54000,110.19000,103.10000,110.08000,195713800
2020-09-22,112.68000,112.86000,109.16000,111.81000,183055400
2020-09-23,111.62000,112.11000,106.77000,107.12000,150718700
2020-09-24,105.17000,110.25000,105.00000,108.22000,167743300
2020-09-25,108.43000,112.44000,107.67000,112.28000,149981400
2020-09-28,115.01000,115.32000,112.78000,114.96000,137672400
2020-09-29,114.55000,115.31000,113.57000,114.09000,99382200
2020-09-30,113.79000,117.26000,113.62000,115.81000,142675200
2020-10-01,117.64000,117.72000,115.83000,116.79000,116120400
2020-10-02,112.89000,115.37000,112.22000,113.02000,144712000
2020-10-05,113.91000,116.65000,113.55000,116.50000,106243800
2020-10-06,115.70000,116.12000,112.25000,113.16000,161498200
2020-10-07,114.62000,115.55000,114.13000,115.08000,96849000
2020-10-08,116.25000,116.40000,114.59000,114.97000,83477200
2020-10-09,115.28000,117.00000,114.92000,116.97000,100506900
2020-10-12,120.06000,125.18000,119.28000,124.40000,240226800
2020-10-13,125.27000,125.39000,119.65000,121.10000,262330500
2020-10-14,121.00000,123.03000,119.62000,121.19000,150712000
2020-10-15,118.72000,121.20000,118.15000,120.71000,112559200
2020-10-16,121.28000,121.55000,118.81000,119.02000,115393800
2020-10-19,119.96000,120.42000,115.66000,115.98000,120639300
2020-10-20,116.20000,118.98000,115.63000,117.51000,124423700
2020-10-21,116.67000,118.71000,116.45000,116.87000,89946000
2020-10-22,117.45000,118.04000,114.59000,115.75000,101988000
2020-10-23,116.39000,116.55000,114.28000,115.04000,82572600
2020-10-26,114.01000,116.55000,112.88000,115.05000,111850700
2020-10-27,115.49000,117.28000,114.54000,116.60000,92276800
2020-10-28,115.05000,115.43000,111.10000,111.20000,143937800
2020-10-29,112.37000,116.93000,112.20000,115.32000,146129200
2020-10-30,111.06000,111.99000,107.72000,108.86000,190272600
2020-11-02,109.11000,110.68000,107.32000,108.77000,122866900
2020-11-03,109.66000,111.49000,108.73000,110.44000,107624400
2020-11-04,114.14000,115.59000,112.35000,114.95000,138235500
2020-11-05,117.95000,119.62000,116.87000,119.03000,126387100
2020-11-06,118.32000,119.20000,116.13000,118.69000,114457900
2020-11-09,120.50000,121.99000,116.05000,116.32000,154515300
2020-11-10,115.55000,117.59000,114.13000,115.97000,138023400
2020-11-11,117.19000,119.63000,116.44000,119.49000,112295000
2020-11-12,119.62000,120.53000,118.57000,119.21000,103162300
2020-11-13,119.44000,119.67000,117.87000,119.26000,81581900
2020-11-16,118.92000,120.99000,118.15000,120.30000,91183000
2020-11-17,119.55000,120.67000,118.96000,119.39000,74271000
2020-11-18,118.61000,119.82000,118.00000,118.03000,76322100
2020-11-19,117.59000,119.06000,116.81000,118.64000,74113000
2020-11-20,118.64000,118.77000,117.29000,117.34000,73604300
2020-11-23,117.18000,117.62000,113.75000,113.85000,127959300
2020-11-24,113.91000,115.85000,112.59000,115.17000,113874200
2020-11-25,115.55000,116.75000,115.17000,116.03000,76499200
2020-11-27,116.57000,117.49000,116.22000,116.59000,46691300
2020-11-30,116.97000,120.97000,116.81000,119.05000,169410200
2020-12-01,121.01000,123.47000,120.01000,122.72000,127728200
2020-12-02,122.02000,123.37000,120.89000,123.08000,89004200
2020-12-03,123.52000,123.78000,122.21000,122.94000,78967600
2020-12-04,122.60000,122.86000,121.52000,122.25000,78260400
2020-12-07,122.31000,124.57000,122.25000,123.75000,86712000
2020-12-08,124.37000,124.98000,123.09000,124.38000,82225500
2020-12-09,124.53000,125.95000,121.00000,121.78000,115089200
2020-12-10,120.50000,123.87000,120.15000,123.24000,81312200
2020-12-11,122.43000,122.76000,120.55000,122.41000,86939800
2020-12-14,122.60000,123.35000,121.54000,121.78000,79184500
2020-12-15,124.34000,127.90000,124.13000,127.88000,157243700
2020-12-16,127.41000,128.37000,126.56000,127.81000,98208600
2020-12-17,128.89999,129.58000,128.03999,128.70000,94359800
2020-12-18,128.96001,129.10001,126.12000,126.66000,192541500
2020-12-21,125.02000,128.31000,123.45000,128.23000,121251600
2020-12-22,131.61000,134.41000,129.64999,131.88000,168904800
2020-12-23,132.16000,132.42999,130.78000,130.96001,88223700
2020-12-24,131.32001,133.46001,131.10001,131.97000,54930100
2020-12-28,133.99001,137.34000,133.50999,136.69000,124486200
2020-12-29,138.05000,138.78999,134.34000,134.87000,121047300
2020-12-30,135.58000,135.99001,133.39999,133.72000,96452100
2020-12-31,134.08000,134.74001,131.72000,132.69000,99116600
2021-01-04,133.52000,133.61000,126.76000,129.41000,143301900
2021-01-05,128.89000,131.74001,128.42999,131.00999,97664900
2021-01-06,127.72000,131.05000,126.38000,126.60000,155088000
2021-01-07,128.36000,131.63000,127.86000,130.92000,109578200
2021-01-08,132.42999,132.63000,130.23000,132.05000,105158200
2021-01-11,129.19000,130.17000,128.50000,128.98000,100384500
2021-01-12,128.50000,129.69000,126.86000,128.80000,91951100
2021-01-13,128.75999,131.45000,128.49001,130.89000,88636800
2021-01-14,130.80000,131.00000,128.75999,128.91000,90221800
2021-01-15,128.78000,130.22000,127.00000,127.14000,111598500
2021-01-19,127.78000,128.71001,126.94000,127.83000,90757300
2021-01-20,128.66000,132.49001,128.55000,132.03000,104319500
2021-01-21,133.80000,139.67000,133.59000,136.87000,120150900
2021-01-22,136.28000,139.85001,135.02000,139.07001,114459400
2021-01-25,143.07001,145.09000,136.53999,142.92000,157611700
2021-01-26,143.60001,144.30000,141.37000,143.16000,98390600
2021-01-27,143.42999,144.30000,140.41000,142.06000,140843800
2021-01-28,139.52000,141.99001,136.70000,137.09000,142621100
2021-01-29,135.83000,136.74001,130.21001,131.96001,177523800
2021-02-01,133.75000,135.38000,130.92999,134.14000,106239800
2021-02-02,135.73000,136.31000,134.61000,134.99001,83305400
2021-02-03,135.75999,135.77000,133.61000,133.94000,89880900
2021-02-04,136.30000,137.39999,134.59000,137.39000,84183100
2021-02-05,137.35001,137.42000,135.86000,136.75999,75693800
2021-02-08,136.03000,136.96001,134.92000,136.91000,71297200
2021-02-09,136.62000,137.88000,135.85001,136.00999,76774200
2021-02-10,136.48000,136.99001,134.39999,135.39000,73046600
2021-02-11,135.89999,136.39000,133.77000,135.13000,64280000
2021-02-12,134.35001,135.53000,133.69000,135.37000,60145100
2021-02-16,135.49001,136.00999,132.78999,133.19000,80576300
2021-02-17,131.25000,132.22000,129.47000,130.84000,97918500
2021-02-18,129.20000,130.00000,127.41000,129.71001,96856700
2021-02-19,130.24001,130.71001,128.80000,129.87000,87668800
2021-02-22,128.00999,129.72000,125.60000,126.00000,103916400
2021-02-23,123.76000,126.71000,118.39000,125.86000,158273000
2021-02-24,124.94000,125.56000,122.23000,125.35000,111039900
2021-02-25,124.68000,126.46000,120.54000,120.99000,148199500
2021-02-26,122.59000,124.85000,121.20000,121.26000,164560400
2021-03-01,123.75000,127.93000,122.79000,127.79000,116307900
2021-03-02,128.41000,128.72000,125.01000,125.12000,102260900
2021-03-03,124.81000,125.71000,121.84000,122.06000,112966300
2021-03-04,121.75000,123.60000,118.62000,120.13000,178155000
2021-03-05,120.98000,121.94000,117.57000,121.42000,153766600
2021-03-08,120.93000,121.00000,116.21000,116.36000,154376600
2021-03-09,119.03000,122.06000,118.79000,121.09000,129525800
2021-03-10,121.69000,122.17000,119.45000,119.98000,111943300
2021-03-11,122.54000,123.21000,121.26000,121.96000,103026500
2021-03-12,120.40000,121.17000,119.16000,121.03000,88105100
2021-03-15,121.41000,124.00000,120.42000,123.99000,92403800
2021-03-16,125.70000,127.22000,124.72000,125.57000,115227900
2021-03-17,124.05000,125.86000,122.34000,124.76000,111932600
2021-03-18,122.88000,123.18000,120.32000,120.53000,121229700
2021-03-19,119.90000,121.43000,119.68000,119.99000,185549500
2021-03-22,120.33000,123.87000,120.26000,123.39000,111912300
2021-03-23,123.33000,124.24000,122.14000,122.54000,95467100
2021-03-24,122.82000,122.90000,120.07000,120.09000,88530500
2021-03-25,119.54000,121.66000,119.00000,120.59000,98844700
2021-03-26,120.35000,121.48000,118.92000,121.21000,94071200
2021-03-29,121.65000,122.58000,120.73000,121.39000,80819200
2021-03-30,120.11000,120.40000,118.86000,119.90000,85671900
2021-03-31,121.65000,123.52000,121.15000,122.15000,118323800
2021-04-01,123.66000,124.18000,122.49000,123.00000,75089100
2021-04-05,123.87000,126.16000,123.07000,125.90000,88651200
2021-04-06,126.50000,127.13000,125.65000,126.21000,80171300
2021-04-07,125.83000,127.92000,125.14000,127.90000,83466700
2021-04-08,128.95000,130.39000,128.52000,130.36000,88844600
2021-04-09,129.80000,133.03999,129.47000,133.00000,106686700
2021-04-12,132.52000,132.85001,130.63000,131.24001,91420000
2021-04-13,132.44000,134.66000,131.92999,134.42999,91266500
2021-04-14,134.94000,135.00000,131.66000,132.03000,87222800
2021-04-15,133.82001,135.00000,133.64000,134.50000,89347100
2021-04-16,134.30000,134.67000,133.28000,134.16000,84922400
2021-04-19,133.50999,135.47000,133.34000,134.84000,94264200
2021-04-20,135.02000,135.53000,131.81000,133.11000,94812300
2021-04-21,132.36000,133.75000,131.30000,133.50000,68847100
2021-04-22,133.03999,134.14999,131.41000,131.94000,84566500
2021-04-23,132.16000,135.12000,132.16000,134.32001,78657500
2021-04-26,134.83000,135.06000,133.56000,134.72000,66905100
2021-04-27,135.00999,135.41000,134.11000,134.39000,66015800
2021-04-28,134.31000,135.02000,133.08000,133.58000,107760100
2021-04-29,136.47000,137.07001,132.45000,133.48000,151101000
2021-04-30,131.78000,133.56000,131.07001,131.46001,109839500
2021-05-03,132.03999,134.07001,131.83000,132.53999,75135100
2021-05-04,131.19000,131.49001,126.70000,127.85000,137564700
2021-05-05,129.20000,130.45000,127.97000,128.10001,84000900
2021-05-06,127.89000,129.75000,127.13000,129.74001,78128300
2021-05-07,130.85001,131.25999,129.48000,130.21001,78973300
2021-05-10,129.41000,129.53999,126.81000,126.85000,88071200
2021-05-11,123.50000,126.27000,122.77000,125.91000,126142800
2021-05-12,123.40000,124.64000,122.25000,122.77000,112172300
2021-05-13,124.58000,126.15000,124.26000,124.97000,105861300
2021-05-14,126.25000,127.89000,125.85000,127.45000,81918000
2021-05-17,126.82000,126.93000,125.17000,126.27000,74244600
2021-05-18,126.56000,126.99000,124.78000,124.85000,63342900
2021-05-19,123.16000,124.92000,122.86000,124.69000,92612000
2021-05-20,125.23000,127.72000,125.10000,127.31000,76857100
2021-05-21,127.82000,128.00000,125.21000,125.43000,79295400
2021-05-24,126.01000,127.94000,125.94000,127.10000,63092900
2021-05-25,127.82000,128.32001,126.32000,126.90000,72009500
2021-05-26,126.96000,127.39000,126.42000,126.85000,56575900
2021-05-27,126.44000,127.64000,125.08000,125.28000,94625600
2021-05-28,125.57000,125.80000,124.55000,124.61000,71311100
2021-06-01,125.08000,125.35000,123.94000,124.28000,67637100
2021-06-02,124.28000,125.24000,124.05000,125.06000,59278900
2021-06-03,124.68000,124.85000,123.13000,123.54000,76229200
2021-06-04,124.07000,126.16000,123.85000,125.89000,75169300
2021-06-07,126.17000,126.32000,124.83000,125.90000,71057600
2021-06-08,126.60000,128.46001,126.21000,126.74000,74403800
2021-06-09,127.21000,127.75000,126.52000,127.13000,56877900
2021-06-10,127.02000,128.19000,125.94000,126.11000,71186400
2021-06-11,126.53000,127.44000,126.10000,127.35000,53522400
2021-06-14,127.82000,130.53999,127.07000,130.48000,96906500
2021-06-15,129.94000,130.60001,129.39000,129.64000,62746300
2021-06-16,130.37000,130.89000,128.46001,130.14999,91815000
2021-06-17,129.80000,132.55000,129.64999,131.78999,96721700
2021-06-18,130.71001,131.50999,130.24001,130.46001,108953300
2021-06-21,130.30000,132.41000,129.21001,132.30000,79663300
2021-06-22,132.13000,134.08000,131.62000,133.98000,74783600
2021-06-23,133.77000,134.32001,133.23000,133.70000,60214200
2021-06-24,134.45000,134.64000,132.92999,133.41000,68711000
2021-06-25,133.46001,133.89000,132.81000,133.11000,70783700
2021-06-28,133.41000,135.25000,133.35001,134.78000,62111300
2021-06-29,134.80000,136.49001,134.35001,136.33000,64556100
2021-06-30,136.17000,137.41000,135.87000,136.96001,63261400
2021-07-01,136.60001,137.33000,135.75999,137.27000,52485800
2021-07-02,137.89999,140.00000,137.75000,139.96001,78852600
2021-07-06,140.07001,143.14999,140.07001,142.02000,108181800
2021-07-07,143.53999,144.89000,142.66000,144.57001,104911600
2021-07-08,141.58000,144.06000,140.67000,143.24001,105575500
2021-07-09,142.75000,145.64999,142.64999,145.11000,99890800
2021-07-12,146.21001,146.32001,144.00000,144.50000,76299700
2021-07-13,144.03000,147.46001,143.63000,145.64000,100827100
2021-07-14,148.10001,149.57001,147.67999,149.14999,127050800
2021-07-15,149.24001,150.00000,147.09000,148.48000,106820300
2021-07-16,148.46001,149.75999,145.88000,146.39000,93251400
2021-07-19,143.75000,144.07001,141.67000,142.45000,121434600
2021-07-20,143.46001,147.10001,142.96001,146.14999,96350000
2021-07-21,145.53000,146.13000,144.63000,145.39999,74993500
2021-07-22,145.94000,148.20000,145.81000,146.80000,77338200
2021-07-23,147.55000,148.72000,146.92000,148.56000,71447400
2021-07-26,148.27000,149.83000,147.70000,148.99001,72434100
2021-07-27,149.12000,149.21001,145.55000,146.77000,104818600
2021-07-28,144.81000,146.97000,142.53999,144.98000,118931200
2021-07-29,144.69000,146.55000,144.58000,145.64000,56699500
2021-07-30,144.38000,146.33000,144.11000,145.86000,70440600
2021-08-02,146.36000,146.95000,145.25000,145.52000,62880000
2021-08-03,145.81000,148.03999,145.17999,147.36000,64786600
2021-08-04,147.27000,147.78999,146.28000,146.95000,56368300
2021-08-05,146.98000,147.84000,146.17000,147.06000,46397700
2021-08-06,146.35001,147.11000,145.63000,146.14000,54126800
2021-08-09,146.20000,146.70000,145.52000,146.09000,48908700
2021-08-10,146.44000,147.71001,145.30000,145.60001,69023100
2021-08-11,146.05000,146.72000,145.53000,145.86000,48493500
2021-08-12,146.19000,149.05000,145.84000,148.89000,72282600
2021-08-13,148.97000,149.44000,148.27000,149.10001,59375000
2021-08-16,148.53999,151.19000,146.47000,151.12000,103296000
2021-08-17,150.23000,151.67999,149.09000,150.19000,92229700
2021-08-18,149.80000,150.72000,146.14999,146.36000,86326000
